Date,Open,High,Low,Close,Adj Close,Volume
1991-02-01,19.462482452392578,23.20526695251465,17.067100524902344,22.456710815429688,16.120092391967773,0
1991-03-01,22.456710815429688,22.756132125854492,20.061328887939453,20.660173416137695,14.830482482910156,0
1991-04-01,20.959596633911133,28.14574432373047,20.959596633911133,26.648630142211914,19.12917709350586,0
1991-05-01,26.648630142211914,28.74458885192871,26.349206924438477,27.247474670410156,19.55904197692871,0
1991-06-01,27.097763061523438,29.79256820678711,26.04978370666504,27.097763061523438,19.451580047607422,0
1991-07-01,27.097763061523438,33.235931396484375,26.94805335998535,31.139972686767578,22.353193283081055,0
1991-08-01,31.289682388305664,40.122657775878906,30.84054946899414,39.224388122558594,28.15642547607422,0
1991-09-01,39.224388122558594,41.17063522338867,36.3798713684082,38.77525329589844,27.83402442932129,0
1991-10-01,38.924964904785156,41.32034683227539,35.93073654174805,40.721500396728516,29.231094360351562,0
1991-11-01,41.32034683227539,41.61977005004883,32.78679656982422,34.13420104980469,24.50253677368164,0
1991-12-01,34.583335876464844,34.583335876464844,31.289682388305664,33.98448944091797,24.395069122314453,0
1992-01-01,34.433624267578125,38.62554168701172,33.68506622314453,38.17640686035156,27.404157638549805,0
1992-02-01,35.93073654174805,48.8059196472168,35.93073654174805,48.50649642944336,34.819400787353516,0
1992-03-01,52.09956741333008,64.67532348632812,44.913421630859375,61.082252502441406,43.84664535522461,0
1992-04-01,61.082252502441406,71.26262664794922,56.89033508300781,63.47763442993164,45.56612014770508,0
1992-05-01,63.47763442993164,63.47763442993164,45.51226806640625,48.8059196472168,35.034332275390625,0
1992-06-01,47.30880355834961,53.8961067199707,47.30880355834961,51.50072479248047,36.9687385559082,0
1992-07-01,51.50072479248047,51.50072479248047,36.52958297729492,38.32611846923828,27.511615753173828,0
1992-08-01,37.427852630615234,41.919193267822266,35.63131332397461,41.02092361450195,29.4460391998291,0
1992-09-01,41.32034683227539,46.11111068725586,40.122657775878906,43.41630554199219,31.165512084960938,0
1992-10-01,43.41630554199219,44.3145751953125,38.026695251464844,38.77525329589844,27.83402442932129,0
1992-11-01,38.77525329589844,39.82323455810547,25.7503604888916,28.74458885192871,20.633716583251953,0
1992-12-01,28.594877243041992,33.53535461425781,26.349206924438477,31.439395904541016,22.568134307861328,0
1993-01-01,31.439395904541016,32.33766174316406,27.546897888183594,29.79256820678711,21.385984420776367,0
1993-02-01,29.493146896362305,34.13420104980469,17.36652374267578,33.086219787597656,23.750267028808594,0
1993-03-01,30.541126251220703,31.139972686767578,26.349206924438477,28.74458885192871,20.633716583251953,0
1993-04-01,28.74458885192871,30.091991424560547,18.5642147064209,20.660173416137695,14.830482482910156,0
1993-05-01,20.061328887939453,22.15728759765625,18.713924407958984,19.16305923461914,13.755807876586914,0
1993-06-01,19.16305923461914,25.450937271118164,19.16305923461914,23.05555534362793,16.549957275390625,0
1993-07-01,23.05555534362793,29.04401206970215,21.558441162109375,28.74458885192871,20.633716583251953,0
1993-08-01,28.74458885192871,32.93650817871094,26.94805335998535,32.038238525390625,22.997997283935547,0
1993-09-01,31.73881721496582,33.235931396484375,29.343435287475586,31.5891056060791,22.675594329833984,0
1993-10-01,31.73881721496582,35.93073654174805,30.391414642333984,32.33766174316406,23.212928771972656,0
1993-11-01,31.439395904541016,36.52958297729492,30.990259170532227,35.33189010620117,25.362279891967773,0
1993-12-01,35.18217849731445,45.21284484863281,35.032466888427734,41.919193267822266,30.090831756591797,0
1994-01-01,43.11688232421875,56.29148864746094,43.11688232421875,54.195526123046875,38.903160095214844,0
1994-02-01,53.29726028442383,68.26840209960938,50.602455139160156,67.07070922851562,48.14534378051758,0
1994-03-01,67.37013244628906,67.6695556640625,51.50072479248047,56.29148864746094,40.40769577026367,0
1994-04-01,56.29148864746094,58.68687057495117,53.29726028442383,54.49494934082031,39.11808395385742,0
1994-05-01,54.195526123046875,63.77705764770508,54.195526123046875,60.78282928466797,43.631717681884766,0
1994-06-01,60.93254089355469,65.57359313964844,56.29148864746094,58.387447357177734,41.912235260009766,0
1994-07-01,56.89033508300781,59.28571701049805,53.29726028442383,58.0880241394043,42.02054214477539,0
1994-08-01,60.48340606689453,65.87301635742188,57.78860092163086,65.87301635742188,47.65214920043945,0
1994-09-01,66.17243957519531,73.65801239013672,64.97474670410156,66.77128601074219,48.301963806152344,0
1994-10-01,67.07070922851562,69.76551818847656,64.07648468017578,64.37590026855469,46.56915283203125,0
1994-11-01,64.37590026855469,65.274169921875,58.68687057495117,61.381675720214844,44.40314483642578,0
1994-12-01,61.082252502441406,63.77705764770508,58.387447357177734,62.87879180908203,45.48615264892578,0
1995-01-01,62.279945373535156,63.47763442993164,54.49494934082031,61.68109893798828,44.619747161865234,0
1995-02-01,61.381675720214844,62.279945373535156,53.29726028442383,55.393218994140625,40.071128845214844,0
1995-03-01,56.29148864746094,58.68687057495117,49.704185485839844,50.30303192138672,36.38892364501953,0
1995-04-01,50.30303192138672,60.78282928466797,50.30303192138672,54.195526123046875,39.20473098754883,0
1995-05-01,54.195526123046875,68.74747467041016,50.30303192138672,67.90909576416016,49.12504577636719,0
1995-06-01,68.38816833496094,73.77777862548828,66.59163665771484,67.54978942871094,48.86512756347656,0
1995-07-01,66.83116912841797,72.3405532836914,64.67532348632812,68.74747467041016,50.17084884643555,11391911
1995-08-01,68.26840209960938,75.21501159667969,68.26840209960938,73.05916595458984,53.31745910644531,12023123
1995-09-01,73.05916595458984,81.68254089355469,71.38240051269531,80.00577545166016,58.38697814941406,8957639
1995-10-01,80.00577545166016,85.46724700927734,78.37691497802734,79.71833038330078,58.17721176147461,7529840
1995-11-01,79.52669525146484,80.29322052001953,64.7711410522461,69.56190490722656,50.76520919799805,4140247
1995-12-01,70.32843017578125,74.35266876220703,68.98701477050781,72.81962585449219,53.142635345458984,4295756
1996-01-01,72.43636322021484,77.41876220703125,68.02886199951172,70.47215270996094,51.42949295043945,1933134
1996-02-01,70.47215270996094,85.27561950683594,69.9834976196289,80.98309326171875,59.100215911865234,4328891
1996-03-01,80.98309326171875,90.05680084228516,78.44398498535156,86.24335479736328,62.93906784057617,3503607
1996-04-01,86.24335479736328,97.73160552978516,83.45512390136719,91.6090087890625,66.85485076904297,5562777
1996-05-01,91.6090087890625,96.77345275878906,82.9760513305664,92.90251159667969,67.798828125,8761639
1996-06-01,92.90251159667969,103.67215728759766,92.93125915527344,98.70892333984375,72.03626251220703,19383899
1996-07-01,98.35440826416016,109.22943878173828,90.44963836669922,98.26817321777344,72.54006958007812,10488398
1996-08-01,98.1148681640625,99.0730209350586,86.61702728271484,97.58788299560547,72.03792572021484,8297203
1996-09-01,99.45628356933594,100.2228012084961,83.95336151123047,85.82176208496094,63.35232925415039,17326554
1996-10-01,85.86009216308594,86.23377227783203,73.01126098632812,79.46920776367188,58.66298294067383,24344484
1996-11-01,80.87769317626953,81.63463592529297,60.09535598754883,60.92894744873047,44.97683334350586,58044216
1996-12-01,60.651084899902344,68.60375213623047,53.65656661987305,64.6465835571289,47.72113800048828,221562207
